2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
2,5,0:0,1:0,1:1,0:1,-1.83697e-16:2.22045e-16,-7.2,0,0
