1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
1,5,0:0,1:0,0.190983:0.587785,-0.618034:2.39717e-16,-0.309017:-0.951057,-7.2,0,0
