1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
1,21,0:0,1:0,1.82624:0.56332,2.44973:1.34515,2.81507:2.27603,2.8898:3.27323,2.66728:4.24816,2.16728:5.11418,1.43423:5.79436,0.533258:6.22824,-0.455573:6.37728,-1.4444:6.22824,-2.34537:5.79436,-3.07842:5.11418,-3.57842:4.24816,-3.80095:3.27323,-3.72622:2.27603,-3.36087:1.34515,-2.73738:0.56332,-1.91115:-1.07336e-17,-0.955573:-0.294755,-50.8,0,0
