4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
4,41,0:0,1:0,1.9534:0.301721,2.84956:0.74544,3.66749:1.32076,4.38801:2.01419,4.99424:2.80948,5.47196:3.688,5.80998:4.62914,6.00037:5.61085,6.03867:6.61011,5.92399:7.60351,5.659:8.56777,5.24994:9.48027,4.70637:10.3196,4.04104:11.0662,3.26955:11.7024,2.40998:12.2135,1.48248:12.5873,0.508785:12.8151,-0.48828:12.8917,-1.48535:12.8151,-2.45904:12.5873,-3.38654:12.2135,-4.24611:11.7024,-5.0176:11.0662,-5.68293:10.3196,-6.2265:9.48027,-6.63556:8.56777,-6.90055:7.60351,-7.01523:6.61011,-6.97693:5.61085,-6.78654:4.62914,-6.44852:3.688,-5.9708:2.80948,-5.36457:2.01419,-4.64405:1.32076,-3.82612:0.74544,-2.92996:0.301721,-1.97656:9.38811e-16,-0.98828:-0.152649,-109.4,0,0
