5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
5,41,0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,13:1,13:2,13:3,13:4,13:5,13:6,13:7,13:8,13:9,13:10,13:11,13:12,13:13,12:13,11:13,10:13,9:13,8:13,7:13,6:13,5:13,4:13,3:13,2:13,1:13,0:13,-1.83697e-16:12,-109.4,0,0
