4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
4,53,0:0,1:0,1.97202:0.234886,2.90944:0.583088,3.7991:1.03972,4.62851:1.59836,5.38602:2.25119,6.061:2.98902,6.64398:3.80151,7.12677:4.67724,7.5026:5.60393,7.76619:6.56857,7.91383:7.55761,7.94347:8.55717,7.85467:9.55322,7.64869:10.5318,7.32842:11.4791,6.89836:12.3819,6.36453:13.2275,5.73445:14.004,5.01694:14.7006,4.22208:15.3074,3.36104:15.8159,2.44589:16.219,1.48949:16.5111,0.505263:16.688,-0.492981:16.7472,-1.49122:16.688,-2.47546:16.5111,-3.43186:16.219,-4.347:15.8159,-5.20805:15.3074,-6.0029:14.7006,-6.72041:14.004,-7.3505:13.2275,-7.88432:12.3819,-8.31438:11.4791,-8.63465:10.5318,-8.84063:9.55322,-8.92943:8.55717,-8.89979:7.55761,-8.75215:6.56857,-8.48856:5.60393,-8.11273:4.67724,-7.62994:3.80151,-7.04696:2.98902,-6.37198:2.25119,-5.61447:1.59836,-4.78506:1.03972,-3.8954:0.583088,-2.95799:0.234886,-1.98596:1.19222e-16,-0.992981:-0.118273,-146,0,0
