10,-0.366519,2.47837,-2.0944,-1.06465,-1.0472,-1.06465,2.11185,-2.11185,-1.01229,2.6529,-20.0274
10,0.767945,-2.86234,2.10874,1.04418,1.03012,1.08508,-0.0353811,-2.08496,-1.04454,1.36136,-20.0573
10,1.8326,2.3911,-1.08592,2.12424,1.01646,1.0848,-0.00622992,1.03792,1.0511,-2.07694,-20.0218
10,1.81514,0.296706,-2.10794,2.09438,1.04816,1.04801,-2.09496,2.09416,1.05552,1.01229,-20.0813
10,-1.95477,1.44862,-0.230092,-1.63515,-0.417918,-0.562695,-0.535073,-2.10082,-0.454444,-0.663225,-16.5379
10,2.02458,-2.51327,-0.608207,-1.77752,0.0857659,-0.44584,-0.601835,-2.09164,-0.392707,0.785398,-16.5759
10,-1.95477,1.46608,-0.544621,-1.67646,-0.151792,-0.23907,-1.00882,-1.90907,-0.268361,-2.40855,-16.3764
10,1.90241,-2.37365,-0.451019,-1.77796,-0.110769,-0.373185,-0.663532,-2.08697,-0.403527,-2.37365,-16.6019
10,2.02458,-2.53073,-0.305549,-1.65771,-0.430797,-0.372799,-0.691818,-2.10091,-0.282886,2.94961,-16.9106
10,-3.12414,2.63545,-0.558669,-1.75288,0.318071,-0.285223,-0.790422,-1.97879,-0.357413,2.77507,-13.7816
10,-2.02458,1.55334,-0.683349,-1.88238,0.308071,-0.480407,-0.56285,-2.13727,-0.395028,-3.07178,-17.0637
10,-1.53589,1.06465,-0.448265,-1.36605,-0.552737,-0.769054,-0.455143,-2.05107,-0.551265,-0.0174533,-16.7284
10,-2.60054,2.1293,-0.416982,-1.6184,-0.301368,-0.548029,-0.672842,-2.07454,-0.245841,0.750492,-16.6234
10,-1.6057,1.11701,-0.548942,-1.6829,-0.135414,-0.237413,-1.01042,-1.90629,-0.266745,-2.54818,-16.3588
10,-1.6057,1.11701,-0.548942,-1.6829,-0.135414,-0.237413,-1.01042,-1.90629,-0.266745,-2.54818,-16.3588
10,-2.21657,1.72788,-0.540096,-1.67281,-0.173033,-0.209207,-1.01473,-1.90581,-0.280406,-0.907571,-16.4415
10,-1.51844,1.02974,-0.548968,-1.68255,-0.135296,-0.235241,-1.0008,-1.8967,-0.309187,-0.767945,-16.2847
