25,2.32129,-0.20944,-2.0944,2.0944,1.06465,1.02974,-1.8326,-0.872665,-1.39626,-0.0523599,-0.453786,-0.610865,2.0944,1.0821,0.366519,0.715585,0,0.0174533,0.907571,0.453786,0.698132,0.0523599,-0.0698132,1.01229,-1.53589,-54.7581
25,1.72788,2.46091,-1.05101,2.10843,1.04793,1.0277,-2.08603,2.1111,1.03087,0.0158956,1.05107,-0.0294291,1.07222,-0.00939194,1.04368,0.011554,1.05251,-0.0285676,0.0232217,1.04511,0.000760546,1.04445,-0.00141281,0.0100131,1.27409,-61.7929
