33,0,2.0944,1.0472,1.0472,1.02974,1.0821,-2.0944,2.11185,1.01229,0,1.06465,0.0523599,0.977384,0.0523599,1.02974,0.0523599,0.977384,-0.191986,0.436332,0.767945,0.20944,0.837758,0.0523599,-0.0523599,1.15192,0,0,0.994838,0,0.0174533,1.0472,0.0174533,-1.88496,-83.1675
33,-0.506145,-1.55334,-1.08759,-1.00615,-1.05075,-1.10033,0.0214802,2.12207,1.02481,-0.0275331,1.10176,0.011255,1.04157,-0.00244344,1.05313,-0.594277,1.65183,-0.0187136,-0.00864667,0.565992,0.523004,0.549084,0.452587,-0.0458962,0.710112,0.38791,-0.0192297,0.74191,0.324233,0.00854866,0.69356,0.0899304,-2.35619,-77.7384
