4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,-0.314159,1.72788,-0.453786,2.44346,-4.05471
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,2.70526,2.44346,-1.64061,-1.37881,-4.43391
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,3.03687,1.95477,2.18166,0.471239,-3.83387
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,2.46091,1.90241,1.69297,-3.03687,-4.26575
4,0.872665,0.925025,-1.41372,1.5708,-4.49428
4,-0.401426,-1.46608,1.62316,-1.95477,-4.45564
4,-0.680678,2.1293,-2.07694,-1.98968,-4.32353
4,-0.820305,-0.907571,-1.32645,-2.04204,-4.54396
4,-0.680678,-1.39626,-1.0472,-2.74017,-5.05781
