30,-0.593412,-1.50098,-1.06465,2.0944,1.06465,1.02974,-2.07694,-1.0821,-1.01229,-0.0349066,-1.02974,-0.0174533,-1.0472,-0.0174533,-1.02974,-0.0349066,-0.994838,-0.0174533,2.11185,1.06465,-0.0349066,1.02974,0.0174533,0.0174533,1.02974,0,0.0349066,1.02974,0,1.32645,-76.1727
30,-0.453786,2.56563,-2.08551,-1.03749,-1.09606,-0.79848,-0.423929,-0.801582,-1.06043,-0.061681,-1.00454,0.00776311,-1.06589,-0.0470199,-0.964409,0.0153404,-1.01106,-0.0652279,-0.154428,-0.881941,-0.0512391,-0.984924,-0.019131,-0.076924,-0.941172,-0.0828068,0.0399131,-1.07365,-0.0257633,-2.89725,-74.8222
