34,0.314159,-2.33874,-1.13446,2.0944,1.0472,1.0821,-0.0174533,-2.11185,-1.02974,0,-1.06465,2.05949,-2.11185,2.04204,1.11701,1.0472,-0.122173,0.20944,-0.0174533,0.942478,0.0349066,1.02974,0,0.0349066,1.01229,0.0698132,0.698132,0,0.0349066,0.10472,0.541052,0.680678,0.383972,-2.96706,-78.5619
34,1.81514,2.35619,2.10434,-2.11196,-1.01603,-1.06727,2.08111,1.08588,1.03211,-0.0342546,1.09707,-0.0566669,1.09612,-0.0194242,1.02865,0.0306723,1.06324,-0.0428311,-2.05678,-1.07259,-0.00161699,-0.994757,-0.0610293,-0.0108397,-1.01824,-0.000658164,-0.00769058,-1.04268,-0.0120687,0.0163167,-1.08331,0.0344456,-0.0232422,-1.37881,-88.0596
