23,2.94961,-0.855211,-2.11185,2.0944,1.06465,1.02974,-2.0944,-1.06465,-1.02974,2.0944,-2.11185,-1.02974,-0.0349066,2.11185,1.0472,0,1.0472,0.0174533,1.02974,0,0.0174533,1.06465,-1.93732,-56.0728
23,1.50098,2.68781,-1.04533,2.0997,1.03565,1.06586,-2.09966,-1.04153,-1.06918,0.0286133,-1.06966,0.00283056,-1.0259,-0.0178014,-1.05862,0.0053949,-1.0358,-0.00998859,2.11285,1.03989,-2.13571,2.10001,3.07178,-55.053
