36,0.0349066,2.05949,-2.0944,2.1293,1.0472,1.01229,-2.11185,-1.0472,-1.02974,0,-1.02974,-0.0523599,-1.0472,0,-1.0472,-0.0349066,-0.959931,-0.0349066,0,-1.06465,-0.122173,-0.890118,-0.0349066,-0.0523599,-0.977384,-0.0349066,-0.0349066,-1.02974,0,-0.0349066,-1.01229,0,-0.0872665,-0.942478,0.122173,3.05433,-90.3275
36,1.43117,2.77507,2.09263,-2.13564,-1.07632,-0.980409,0.0402697,2.13228,0.999908,-2.27105,2.16823,0.923707,0.261599,-0.030187,0.717876,0.536755,0.772185,0.0523805,0.992733,-0.000326335,0.030461,1.01394,0.0492954,0.157246,-2.21064,-0.987126,0.0451562,2.13682,0.977338,-0.0280474,1.04334,0.0562933,0.536265,-0.0231657,0.152645,-1.23918,-84.1155
