7,-1.58825,3.00197,1.64061,-2.05949,-0.959931,-1.15192,-0.15708,-10.9793
7,-2.11185,0,2.05949,-2.1293,-1.01229,2.07694,-2.0944,-11.0869
7,-2.11185,0,2.05949,-2.1293,-1.01229,2.07694,-2.0944,-11.0869
7,-2.11185,0,2.05949,-2.1293,-1.01229,2.07694,-2.0944,-11.0869
7,-2.11185,0,2.05949,-2.1293,-1.01229,2.07694,-2.0944,-11.0869
7,-2.11185,0,2.05949,-2.1293,-1.01229,2.07694,-2.0944,-11.0869
7,-2.11185,0,2.05949,-2.1293,-1.01229,2.07694,-2.0944,-11.0869
7,3.12414,1.11701,-1.06465,-0.785398,2.11185,-2.07694,-2.18166,-10.818
7,3.12414,1.11701,-1.06465,-0.785398,2.11185,-2.07694,-2.18166,-10.818
7,3.12414,1.11701,-1.06465,-0.785398,2.11185,-2.07694,-2.18166,-10.818
7,3.12414,1.11701,-1.06465,-0.785398,2.11185,-2.07694,-2.18166,-10.818
7,3.12414,1.11701,-1.06465,-0.785398,2.11185,-2.07694,-2.18166,-10.818
7,3.12414,1.11701,-1.06465,-0.785398,2.11185,-2.07694,-2.18166,-10.818
7,0.366519,-2.3911,2.00713,1.15192,-2.07694,-1.0472,-1.32645,-11.2617
7,0.366519,-2.3911,2.00713,1.15192,-2.07694,-1.0472,-1.32645,-11.2617
7,0.366519,-2.3911,2.00713,1.15192,-2.07694,-1.0472,-1.32645,-11.2617
7,0.366519,-2.3911,2.00713,1.15192,-2.07694,-1.0472,-1.32645,-11.2617
7,0.366519,-2.3911,2.00713,1.15192,-2.07694,-1.0472,-1.32645,-11.2617
7,0.366519,-2.3911,2.00713,1.15192,-2.07694,-1.0472,-1.32645,-11.2617
7,1.11701,0.994838,0.977384,-2.0944,-1.01229,-1.06465,2.68781,-12.4094
7,1.11701,0.994838,0.977384,-2.0944,-1.01229,-1.06465,2.68781,-12.4094
7,1.11701,0.994838,0.977384,-2.0944,-1.01229,-1.06465,2.68781,-12.4094
7,1.11701,0.994838,0.977384,-2.0944,-1.01229,-1.06465,2.68781,-12.4094
7,1.11701,0.994838,0.977384,-2.0944,-1.01229,-1.06465,2.68781,-12.4094
7,1.11701,0.994838,0.977384,-2.0944,-1.01229,-1.06465,2.68781,-12.4094
7,-2.05949,0,-0.977384,2.02458,-1.85005,1.91986,2.49582,-10.3744
7,-2.05949,0,-0.977384,2.02458,-1.85005,1.91986,2.49582,-10.3744
7,-2.05949,0,-0.977384,2.02458,-1.85005,1.91986,2.49582,-10.3744
7,-2.05949,0,-0.977384,2.02458,-1.85005,1.91986,2.49582,-10.3744
7,-2.05949,0,-0.977384,2.02458,-1.85005,1.91986,2.49582,-10.3744
7,-2.05949,0,-0.977384,2.02458,-1.85005,1.91986,2.49582,-10.3744
7,1.71042,2.51327,-0.872665,2.04204,0.785398,1.3439,-1.22173,-11.3134
7,1.71042,2.51327,-0.872665,2.04204,0.785398,1.3439,-1.22173,-11.3134
7,1.71042,2.51327,-0.872665,2.04204,0.785398,1.3439,-1.22173,-11.3134
7,1.71042,2.51327,-0.872665,2.04204,0.785398,1.3439,-1.22173,-11.3134
7,1.71042,2.51327,-0.872665,2.04204,0.785398,1.3439,-1.22173,-11.3134
7,1.71042,2.51327,-0.872665,2.04204,0.785398,1.3439,-1.22173,-11.3134
7,0.820305,-2.67035,-0.890118,-1.25664,2.0944,0.994838,-3.01942,-10.707
7,0.820305,-2.67035,-0.890118,-1.25664,2.0944,0.994838,-3.01942,-10.707
7,0.820305,-2.67035,-0.890118,-1.25664,2.0944,0.994838,-3.01942,-10.707
7,0.820305,-2.67035,-0.890118,-1.25664,2.0944,0.994838,-3.01942,-10.707
7,0.820305,-2.67035,-0.890118,-1.25664,2.0944,0.994838,-3.01942,-10.707
7,0.820305,-2.67035,-0.890118,-1.25664,2.0944,0.994838,-3.01942,-10.707
7,1.53589,0.191986,-1.95477,1.85005,-2.0944,-0.890118,-2.07694,-10.3156
7,1.53589,0.191986,-1.95477,1.85005,-2.0944,-0.890118,-2.07694,-10.3156
7,1.53589,0.191986,-1.95477,1.85005,-2.0944,-0.890118,-2.07694,-10.3156
7,1.53589,0.191986,-1.95477,1.85005,-2.0944,-0.890118,-2.07694,-10.3156
7,1.53589,0.191986,-1.95477,1.85005,-2.0944,-0.890118,-2.07694,-10.3156
7,1.53589,0.191986,-1.95477,1.85005,-2.0944,-0.890118,-2.07694,-10.3156
7,-1.91986,-2.37365,-2.07694,2.0944,1.06465,1.06465,3.07178,-12.4115
7,-1.91986,-2.37365,-2.07694,2.0944,1.06465,1.06465,3.07178,-12.4115
7,-1.91986,-2.37365,-2.07694,2.0944,1.06465,1.06465,3.07178,-12.4115
7,-1.91986,-2.37365,-2.07694,2.0944,1.06465,1.06465,3.07178,-12.4115
7,-1.91986,-2.37365,-2.07694,2.0944,1.06465,1.06465,3.07178,-12.4115
7,-1.91986,-2.37365,-2.07694,2.0944,1.06465,1.06465,3.07178,-12.4115
7,-0.279253,-1.78024,2.11185,-2.0944,-1.02974,-1.09956,-0.191986,-12.4689
7,-0.279253,-1.78024,2.11185,-2.0944,-1.02974,-1.09956,-0.191986,-12.4689
7,-0.279253,-1.78024,2.11185,-2.0944,-1.02974,-1.09956,-0.191986,-12.4689
7,-0.279253,-1.78024,2.11185,-2.0944,-1.02974,-1.09956,-0.191986,-12.4689
7,-0.279253,-1.78024,2.11185,-2.0944,-1.02974,-1.09956,-0.191986,-12.4689
7,-0.279253,-1.78024,2.11185,-2.0944,-1.02974,-1.09956,-0.191986,-12.4689
7,-0.558505,2.19911,1.51844,0.558505,-2.1293,2.02458,1.88496,-10.6545
7,-0.558505,2.19911,1.51844,0.558505,-2.1293,2.02458,1.88496,-10.6545
7,-0.558505,2.19911,1.51844,0.558505,-2.1293,2.02458,1.88496,-10.6545
7,-0.558505,2.19911,1.51844,0.558505,-2.1293,2.02458,1.88496,-10.6545
7,-0.558505,2.19911,1.51844,0.558505,-2.1293,2.02458,1.88496,-10.6545
7,-0.558505,2.19911,1.51844,0.558505,-2.1293,2.02458,1.88496,-10.6545
7,-0.855211,-1.20428,-0.733038,-0.907571,-1.41372,-0.331613,0.977384,-9.92379
7,-0.855211,-1.20428,-0.733038,-0.907571,-1.41372,-0.331613,0.977384,-9.92379
7,-0.855211,-1.20428,-0.733038,-0.907571,-1.41372,-0.331613,0.977384,-9.92379
7,-0.855211,-1.20428,-0.733038,-0.907571,-1.41372,-0.331613,0.977384,-9.92379
7,-0.855211,-1.20428,-0.733038,-0.907571,-1.41372,-0.331613,0.977384,-9.92379
7,0.855211,1.13446,-2.02458,2.07694,1.09956,0.959931,-2.44346,-12.3274
7,0.855211,1.13446,-2.02458,2.07694,1.09956,0.959931,-2.44346,-12.3274
7,0.855211,1.13446,-2.02458,2.07694,1.09956,0.959931,-2.44346,-12.3274
7,0.855211,1.13446,-2.02458,2.07694,1.09956,0.959931,-2.44346,-12.3274
7,0.855211,1.13446,-2.02458,2.07694,1.09956,0.959931,-2.44346,-12.3274
