4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0.015
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
4,37,0:0,1:0,1.94288:0.33314,2.81589:0.820835,3.59393:1.44905,4.2546:2.19973,4.77891:3.05126,5.15177:3.97915,5.36245:4.9567,5.40489:5.9558,5.27787:6.9477,4.98505:7.90387,4.53484:8.79679,3.94021:9.60079,3.21825:10.2927,2.38974:10.8527,1.47851:11.2646,0.510782:11.5166,-0.485616:11.6014,-1.48201:11.5166,-2.44975:11.2646,-3.36097:10.8527,-4.18948:10.2927,-4.91144:9.60079,-5.50607:8.79679,-5.95628:7.90387,-6.2491:6.9477,-6.37612:5.9558,-6.33368:4.9567,-6.123:3.97915,-5.75014:3.05126,-5.22583:2.19973,-4.56516:1.44905,-3.78712:0.820835,-2.91411:0.33314,-1.97123:1.67658e-15,-0.985616:-0.169001,-98.3,0,0
