4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
4,6,0:0,1:0,0.5:0.866025,-0.5:0.866025,-1:5.11527e-16,-0.5:-0.866025,-9.3,0,0
