2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
2,7,0:0,1:0,2:0,2:1,2:2,1:2,0:2,-12.5,0,0
