4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
4,7,0:0,1:0,0.777479:0.974928,-0.12349:1.40881,-1.02446:0.974928,-1.24698:2.73327e-16,-0.62349:-0.781831,-12.5,0,0
