1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
1,18,0:0,1:0,1.76604:0.642788,2.26604:1.50881,2.43969:2.49362,2.26604:3.47843,1.76604:4.34445,1:4.98724,0.0603074:5.32926,-0.939693:5.32926,-1.87939:4.98724,-2.64543:4.34445,-3.14543:3.47843,-3.31908:2.49362,-3.14543:1.50881,-2.64543:0.642788,-1.87939:7.91359e-16,-0.939693:-0.34202,-42,0,0
