1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
1,19,0:0,1:0,1.78914:0.614213,2.33609:1.45138,2.58157:2.42078,2.49899:3.41736,2.0973:4.33314,1.42002:5.06886,0.540544:5.54481,-0.445817:5.7094,-1.43218:5.54481,-2.31165:5.06886,-2.98893:4.33314,-3.39063:3.41736,-3.47321:2.42078,-3.22772:1.45138,-2.68077:0.614213,-1.89163:3.0813e-16,-0.945817:-0.324699,-45.3,0,0
