0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,0.273182,00
