0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,0.299199,00
