1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
1,20,0:0,1:0,1.80902:0.587785,2.3968:1.3968,2.70582:2.34786,2.70582:3.34786,2.3968:4.29892,1.80902:5.10793,1:5.69572,0.0489435:6.00473,-0.951057:6.00473,-1.90211:5.69572,-2.71113:5.10793,-3.29892:4.29892,-3.60793:3.34786,-3.60793:2.34786,-3.29892:1.3968,-2.71113:0.587785,-1.90211:-9.45479e-16,-0.951057:-0.309017,-47.5,0,0
