2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
2,20,0:0,1:0,2:0,3:0,4:0,5:0,6:0,6:1,6:2,6:3,6:4,6:5,6:6,5:6,4:6,3:6,2:6,1:6,0:6,-1.83697e-16:5,-47.5,0,0
