1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0.015
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
1,9,0:0,1:0,1.17365:0.984808,0.673648:1.85083,-0.266044:2.19285,-1.20574:1.85083,-1.70574:0.984808,-1.53209:6.70796e-16,-0.766044:-0.642788,-16.9,0,0
