1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
1,17,0:0,1:0,1.73901:0.673696,2.18475:1.56886,2.27702:2.56459,2.00335:3.52642,1.40072:4.32444,0.550501:4.85087,-0.432472:5.03462,-1.41545:4.85087,-2.26566:4.32444,-2.8683:3.52642,-3.14196:2.56459,-3.04969:1.56886,-2.60395:0.673696,-1.86494:1.51094e-15,-0.932472:-0.361242,-38.7,0,0
