1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0.015
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
1,40,0:0,1:0,1.95106:0.309017,2.84206:0.763007,3.65108:1.35079,4.35819:2.0579,4.94597:2.86692,5.39996:3.75792,5.70898:4.70898,5.86541:5.69667,5.86541:6.69667,5.70898:7.68436,5.39996:8.63541,4.94597:9.52642,4.35819:10.3354,3.65108:11.0425,2.84206:11.6303,1.95106:12.0843,1:12.3933,0.0123117:12.5498,-0.987688:12.5498,-1.97538:12.3933,-2.92643:12.0843,-3.81744:11.6303,-4.62646:11.0425,-5.33356:10.3354,-5.92135:9.52642,-6.37534:8.63541,-6.68436:7.68436,-6.84079:6.69667,-6.84079:5.69667,-6.68436:4.70898,-6.37534:3.75792,-5.92135:2.86692,-5.33356:2.0579,-4.62646:1.35079,-3.81744:0.763007,-2.92643:0.309017,-1.97538:2.02735e-15,-0.987688:-0.156434,-107.1,0,0
