7,7,0:0,1:0,0.470081:0.848048,-0.526114:0.935204,-0.964485:0.0364098,-0.526114:-0.862384,0.473886:-0.862384,-12.5,-12.3037,0.484
7,7,0:0,1:0,1.48481:0.87462,1.81038:1.82014,1.16759:2.58618,0.472932:1.86684,0.490384:0.866995,-12.5,-9.97139,0.485
