10,7,0:0,1:0,0.51519:-0.87462,1.05983:-1.71329,2.05739:-1.64353,2.72652:-0.900389,2.70907:0.0994587,-12.5,-7.47169,0.547
10,7,0:0,1:0,1.0349:0.999391,0.168874:1.49939,-0.688293:0.984353,-0.947112:0.0184269,-0.447112:-0.847598,-12.5,-9.14637,0.563
