1,7,0:0,1:0,0.51519:0.87462,-0.48481:0.87462,-0.999848:0.0174524,-0.499848:-0.848573,0.5:-0.866025,-12.5,-12.513,0.625
1,7,0:0,1:0,1.93358:-0.358368,1.77715:0.62932,0.837453:0.971341,-0.162547:0.971341,-0.928591:0.328553,-12.5,-10.8141,0.578
