1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
1,8,0:0,1:0,1:1,0.292893:1.70711,-0.707107:1.70711,-1.41421:1,-1.41421:4.44089e-16,-0.707107:-0.707107,-14.7,0,0
